Date,Winning Numbers
11/20/2023,4  5
11/20/2023,17  11
11/20/2023,32  17
11/19/2023,27  24
11/19/2023,8  9
11/19/2023,21  13
11/19/2023,27  15
11/19/2023,17  10
11/18/2023,32  6
11/18/2023,6  12
11/18/2023,19  5
11/18/2023,7  27
11/18/2023,14  28
11/17/2023,27  33
11/17/2023,6  17
11/17/2023,13  6
11/17/2023,11  27
11/17/2023,7  26
11/16/2023,5  9
11/16/2023,12  36
11/16/2023,5  23
11/16/2023,14  8
11/16/2023,3  27
11/15/2023,16  15
11/15/2023,20  33
11/15/2023,15  22
11/15/2023,28  7
11/15/2023,24  22
11/14/2023,17  33
11/14/2023,18  10
11/14/2023,32  4
11/14/2023,20  5
11/14/2023,24  12
11/13/2023,8  16
11/13/2023,14  26
11/13/2023,3  34
11/13/2023,8  27
11/13/2023,35  20
11/12/2023,11  33
11/12/2023,15  25
11/12/2023,32  27
11/12/2023,6  22
11/12/2023,12  24
11/11/2023,30  18
11/11/2023,6  35
11/11/2023,28  7
11/11/2023,35  3
11/11/2023,29  10
11/10/2023,20  8
11/10/2023,17  22
11/10/2023,32  11
11/10/2023,15  9
11/10/2023,21  35
11/9/2023,32  12
11/9/2023,5  20
11/9/2023,24  8
11/9/2023,33  18
11/9/2023,21  31
11/8/2023,26  11
11/8/2023,5  15
11/8/2023,36  9
11/8/2023,14  11
11/8/2023,3  22
11/7/2023,15  9
11/7/2023,23  18
11/7/2023,26  34
11/7/2023,18  16
11/7/2023,35  23
11/6/2023,25  16
11/6/2023,22  34
11/6/2023,31  8
11/6/2023,26  23
11/6/2023,15  22
11/5/2023,8  29
11/5/2023,30  33
11/5/2023,13  32
11/5/2023,29  31
11/5/2023,12  32
11/4/2023,4  21
11/4/2023,7  15
11/4/2023,26  2
11/4/2023,3  10
11/4/2023,10  19
11/3/2023,16  35
11/3/2023,7  19
11/3/2023,16  15
11/3/2023,9  23
11/3/2023,18  7
11/2/2023,26  36
11/2/2023,6  7
11/2/2023,25  33
11/2/2023,14  32
11/2/2023,29  21
11/1/2023,24  9
11/1/2023,35  5
11/1/2023,14  24
11/1/2023,32  28
11/1/2023,31  11
10/31/2023,32  1
10/31/2023,10  30
10/31/2023,3  26
10/31/2023,5  18
10/31/2023,34  28
10/30/2023,16  34
10/30/2023,12  33
10/30/2023,8  16
10/30/2023,4  24
10/30/2023,2  21
10/29/2023,3  31
10/29/2023,19  35
10/29/2023,27  18
10/29/2023,8  31
10/29/2023,25  15
10/28/2023,23  9
10/28/2023,3  3
10/28/2023,5  17
10/28/2023,22  6
10/28/2023,16  11
10/27/2023,16  26
10/27/2023,36  25
10/27/2023,15  18
10/27/2023,11  28
10/27/2023,31  33
10/26/2023,15  29
10/26/2023,29  34
10/26/2023,31  32
10/26/2023,12  8
10/26/2023,7  26
10/25/2023,32  1
10/25/2023,28  26
10/25/2023,6  26
10/25/2023,29  28
10/25/2023,24  22
10/24/2023,35  28
10/24/2023,28  20
10/24/2023,10  27
10/24/2023,22  11
10/24/2023,6  30
10/23/2023,7  33
10/23/2023,17  30
10/23/2023,15  8
10/23/2023,22  17
10/23/2023,15  24
10/22/2023,23  7
10/22/2023,2  19
10/22/2023,31  23
10/22/2023,8  36
10/22/2023,14  24
10/21/2023,18  14
10/21/2023,5  12
10/21/2023,32  24
10/21/2023,20  30
10/21/2023,30  1
10/20/2023,35  18
10/20/2023,26  8
10/20/2023,14  25
10/20/2023,2  5
10/20/2023,11  26
10/19/2023,23  7
10/19/2023,12  14
10/19/2023,24  10
10/19/2023,17  13
10/19/2023,35  6
10/18/2023,20  36
10/18/2023,31  21
10/18/2023,32  3
10/18/2023,11  16
10/18/2023,23  29
10/17/2023,9  25
10/17/2023,17  21
10/17/2023,10  18
10/17/2023,30  23
10/17/2023,10  32
10/16/2023,9  16
10/16/2023,7  13
10/16/2023,26  9
10/16/2023,29  8
10/16/2023,15  3
10/15/2023,10  6
10/15/2023,16  31
10/15/2023,28  13
10/15/2023,31  11
10/15/2023,18  31
10/14/2023,13  23
10/14/2023,24  10
10/14/2023,34  20
10/14/2023,5  7
10/14/2023,25  1
10/13/2023,29  29
10/13/2023,10  28
10/13/2023,30  5
10/13/2023,15  9
10/13/2023,4  33
10/12/2023,12  20
10/12/2023,7  33
10/12/2023,22  19
10/12/2023,8  12
10/12/2023,22  27
10/11/2023,25  8
10/11/2023,25  9
10/11/2023,1  17
10/11/2023,27  16
10/11/2023,20  25
10/10/2023,36  31
10/10/2023,14  1
10/10/2023,15  31
10/10/2023,18  1
10/10/2023,28  22
10/9/2023,26  27
10/9/2023,27  32
10/9/2023,29  9
10/9/2023,12  34
10/9/2023,13  16
10/8/2023,6  1
10/8/2023,18  30
10/8/2023,18  21
10/8/2023,20  24
10/8/2023,10  26
10/7/2023,12  9
10/7/2023,27  14
10/7/2023,1  18
10/7/2023,24  11
10/7/2023,18  10
10/6/2023,6  13
10/6/2023,24  27
10/6/2023,24  25
10/6/2023,8  32
10/6/2023,17  28
10/5/2023,7  16
10/5/2023,7  8
10/5/2023,27  21
10/5/2023,33  5
10/5/2023,1  21
10/4/2023,33  20
10/4/2023,5  7
10/4/2023,16  26
10/4/2023,27  7
10/4/2023,27  9
10/3/2023,1  4
10/3/2023,18  18
10/3/2023,4  15
10/3/2023,24  5
10/3/2023,21  14
10/2/2023,13  6
10/2/2023,10  36
10/2/2023,20  30
10/2/2023,32  19
10/2/2023,27  8
10/1/2023,24  29
10/1/2023,18  19
10/1/2023,9  30
10/1/2023,28  27
10/1/2023,21  5
9/30/2023,25  17
9/30/2023,5  22
9/30/2023,22  24
9/30/2023,1  24
9/30/2023,32  12
9/29/2023,23  33
9/29/2023,20  19
9/29/2023,2  9
9/29/2023,18  26
9/29/2023,8  29
9/28/2023,32  5
9/28/2023,32  23
9/28/2023,31  13
9/28/2023,34  9
9/28/2023,30  27
9/27/2023,5  28
9/27/2023,12  11
9/27/2023,21  8
9/27/2023,22  2
9/27/2023,36  31
9/26/2023,26  11
9/26/2023,18  3
9/26/2023,7  6
9/26/2023,6  32
9/26/2023,25  23
9/25/2023,7  21
9/25/2023,33  18
9/25/2023,8  5
9/25/2023,4  35
9/25/2023,15  1
9/24/2023,4  24
9/24/2023,27  17
9/24/2023,29  11
9/24/2023,2  1
9/24/2023,34  3
9/23/2023,24  12
9/23/2023,22  8
9/23/2023,2  13
9/23/2023,30  14
9/23/2023,17  28
9/22/2023,34  31
9/22/2023,8  33
9/22/2023,30  21
9/22/2023,34  32
9/22/2023,14  15
9/21/2023,24  15
9/21/2023,24  30
9/21/2023,7  25
9/21/2023,5  26
9/21/2023,19  21
9/20/2023,34  14
9/20/2023,25  6
9/20/2023,12  34
9/20/2023,17  2
9/20/2023,24  16
9/19/2023,36  33
9/19/2023,32  26
9/19/2023,26  3
9/19/2023,31  33
9/19/2023,13  3
9/18/2023,6  34
9/18/2023,5  26
9/18/2023,26  8
9/18/2023,17  12
9/18/2023,12  28
9/17/2023,28  12
9/17/2023,17  18
9/17/2023,33  23
9/17/2023,13  14
9/17/2023,18  33
9/16/2023,3  5
9/16/2023,27  24
9/16/2023,34  34
9/16/2023,12  35
9/16/2023,5  14
9/15/2023,14  12
9/15/2023,10  3
9/15/2023,6  29
9/15/2023,36  3
9/15/2023,35  13
9/14/2023,36  19
9/14/2023,28  20
9/14/2023,14  22
9/14/2023,3  34
9/14/2023,26  30
9/13/2023,31  18
9/13/2023,30  33
9/13/2023,20  10
9/13/2023,13  35
9/13/2023,18  18
9/12/2023,9  5
9/12/2023,17  35
9/12/2023,4  35
9/12/2023,4  31
9/12/2023,4  23
9/11/2023,1  12
9/11/2023,7  18
9/11/2023,14  9
9/11/2023,17  1
9/11/2023,34  31
9/10/2023,16  3
9/10/2023,22  36
9/10/2023,8  17
9/10/2023,34  17
9/10/2023,24  32
9/9/2023,31  35
9/9/2023,12  7
9/9/2023,29  3
9/9/2023,9  33
9/9/2023,35  13
9/8/2023,12  10
9/8/2023,9  20
9/8/2023,13  14
9/8/2023,19  8
9/8/2023,10  35
9/7/2023,18  33
9/7/2023,17  11
9/7/2023,3  15
9/7/2023,22  29
9/7/2023,27  23
9/6/2023,1  10
9/6/2023,24  6
9/6/2023,23  11
9/6/2023,5  14
9/6/2023,16  22
9/5/2023,27  27
9/5/2023,5  13
9/5/2023,13  17
9/5/2023,19  30
9/5/2023,17  20
9/4/2023,28  34
9/4/2023,36  27
9/4/2023,36  16
9/4/2023,13  15
9/4/2023,33  30
9/3/2023,2  36
9/3/2023,36  4
9/3/2023,33  27
9/3/2023,3  23
9/3/2023,32  31
9/2/2023,21  24
9/2/2023,18  28
9/2/2023,18  4
9/2/2023,5  14
9/2/2023,13  1
9/1/2023,11  34
9/1/2023,2  12
9/1/2023,14  5
9/1/2023,25  3
9/1/2023,32  20
8/31/2023,4  1
8/31/2023,23  3
8/31/2023,9  24
8/31/2023,15  12
8/31/2023,30  10
8/30/2023,30  26
8/30/2023,18  24
8/30/2023,17  35
8/30/2023,33  16
8/30/2023,22  28
8/29/2023,35  12
8/29/2023,21  26
8/29/2023,24  27
8/29/2023,28  14
8/29/2023,18  19
8/28/2023,4  33
8/28/2023,11  2
8/28/2023,24  25
8/28/2023,24  16
8/28/2023,31  8
8/27/2023,30  15
8/27/2023,27  15
8/27/2023,13  4
8/27/2023,10  20
8/27/2023,32  32
8/26/2023,6  33
8/26/2023,16  28
8/26/2023,20  33
8/26/2023,3  17
8/26/2023,2  6
8/25/2023,3  28
8/25/2023,14  2
8/25/2023,16  15
8/25/2023,15  15
8/25/2023,28  30
8/24/2023,32  10
8/24/2023,16  11
8/24/2023,9  34
8/24/2023,31  31
8/24/2023,9  23
8/23/2023,13  8
8/23/2023,27  9
8/23/2023,25  24
8/23/2023,20  27
8/23/2023,16  30
8/22/2023,16  25
8/22/2023,13  15
8/22/2023,29  29
8/22/2023,13  23
8/22/2023,6  16
8/21/2023,12  19
8/21/2023,2  34
8/21/2023,27  5
8/21/2023,30  2
8/21/2023,8  9
8/20/2023,19  28
8/20/2023,3  20
8/20/2023,5  21
8/20/2023,33  28
8/20/2023,7  12
8/19/2023,10  23
8/19/2023,31  23
8/19/2023,10  6
8/19/2023,3  34
8/19/2023,4  34
8/18/2023,4  12
8/18/2023,10  20
8/18/2023,7  23
8/18/2023,8  8
8/18/2023,24  20
8/17/2023,13  29
8/17/2023,9  15
8/17/2023,6  22
8/17/2023,4  36
8/17/2023,10  25
8/16/2023,27  4
8/16/2023,21  25
8/16/2023,17  22
8/16/2023,31  10
8/16/2023,15  32
8/15/2023,28  20
8/15/2023,30  36
8/15/2023,20  25
8/15/2023,30  10
8/15/2023,4  4
8/14/2023,29  22
8/14/2023,14  3
8/14/2023,25  9
8/14/2023,8  18
8/14/2023,5  19
8/13/2023,1  6
8/13/2023,29  18
8/13/2023,2  1
8/13/2023,21  28
8/13/2023,24  28
8/12/2023,27  8
8/12/2023,32  35
8/12/2023,23  5
8/12/2023,7  30
8/12/2023,26  28
8/11/2023,25  32
8/11/2023,8  31
8/11/2023,1  7
8/11/2023,20  8
8/11/2023,22  8
8/10/2023,6  11
8/10/2023,30  28
8/10/2023,12  30
8/10/2023,11  22
8/10/2023,5  23
8/9/2023,36  24
8/9/2023,31  13
8/9/2023,32  9
8/9/2023,1  9
8/9/2023,26  23
8/8/2023,12  35
8/8/2023,15  35
8/8/2023,11  16
8/8/2023,7  16
8/8/2023,26  7
8/7/2023,26  36
8/7/2023,20  36
8/7/2023,35  36
8/7/2023,14  12
8/7/2023,23  4
8/6/2023,11  21
8/6/2023,14  30
8/6/2023,26  14
8/6/2023,10  28
8/6/2023,4  24
8/5/2023,14  19
8/5/2023,32  13
8/5/2023,34  35
8/5/2023,26  32
8/5/2023,31  25
8/4/2023,28  19
8/4/2023,14  5
8/4/2023,12  24
8/4/2023,17  4
8/4/2023,28  19
8/3/2023,4  2
8/3/2023,6  25
8/3/2023,4  28
8/3/2023,4  30
8/3/2023,5  23
8/2/2023,15  22
8/2/2023,14  12
8/2/2023,18  10
8/2/2023,4  10
8/2/2023,25  25
8/1/2023,5  27
8/1/2023,32  16
8/1/2023,35  36
8/1/2023,36  9
8/1/2023,10  36
7/31/2023,26  15
7/31/2023,14  2
7/31/2023,28  15
7/31/2023,17  7
7/31/2023,11  17
7/30/2023,18  11
7/30/2023,32  28
7/30/2023,23  36
7/30/2023,14  21
7/30/2023,23  17
7/29/2023,1  34
7/29/2023,36  32
7/29/2023,17  18
7/29/2023,1  7
7/29/2023,15  3
7/28/2023,30  4
7/28/2023,26  7
7/28/2023,9  33
7/28/2023,27  30
7/28/2023,27  3
7/27/2023,14  17
7/27/2023,24  12
7/27/2023,12  5
7/27/2023,18  31
7/27/2023,22  16
7/26/2023,9  34
7/26/2023,13  33
7/26/2023,4  13
7/26/2023,10  17
7/26/2023,31  30
7/25/2023,25  20
7/25/2023,5  18
7/25/2023,4  1
7/25/2023,21  23
7/25/2023,25  30
7/24/2023,22  32
7/24/2023,2  11
7/24/2023,18  4
7/24/2023,16  15
7/24/2023,18  11
7/23/2023,23  35
7/23/2023,21  23
7/23/2023,3  4
7/23/2023,23  33
7/23/2023,25  23
7/22/2023,36  7
7/22/2023,26  34
7/22/2023,21  34
7/22/2023,6  11
7/22/2023,3  4
7/21/2023,28  8
7/21/2023,12  8
7/21/2023,27  20
7/21/2023,17  21
7/21/2023,27  19
7/20/2023,29  15
7/20/2023,33  35
7/20/2023,22  9
7/20/2023,16  27
7/20/2023,34  20
7/19/2023,11  29
7/19/2023,19  33
7/19/2023,32  36
7/19/2023,3  23
7/19/2023,31  30
7/18/2023,3  25
7/18/2023,20  26
7/18/2023,34  11
7/18/2023,29  4
7/18/2023,31  30
7/17/2023,2  19
7/17/2023,14  20
7/17/2023,20  22
7/17/2023,5  11
7/17/2023,7  22
7/16/2023,35  14
7/16/2023,19  18
7/16/2023,28  25
7/16/2023,36  2
7/16/2023,9  26
7/15/2023,28  30
7/15/2023,35  21
7/15/2023,19  25
7/15/2023,23  18
7/15/2023,27  16
7/14/2023,33  18
7/14/2023,31  12
7/14/2023,36  11
7/14/2023,24  28
7/14/2023,14  28
7/13/2023,5  12
7/13/2023,15  2
7/13/2023,14  26
7/13/2023,30  10
7/13/2023,17  14
7/12/2023,14  20
7/12/2023,30  2
7/12/2023,9  26
7/12/2023,22  29
7/12/2023,9  14
7/11/2023,36  7
7/11/2023,20  36
7/11/2023,24  23
7/11/2023,7  25
7/11/2023,15  28
7/10/2023,36  22
7/10/2023,18  18
7/10/2023,27  7
7/10/2023,4  11
7/10/2023,8  18
7/9/2023,15  15
7/9/2023,21  33
7/9/2023,17  24
7/9/2023,7  21
7/9/2023,3  33
7/8/2023,18  4
7/8/2023,4  6
7/8/2023,17  33
7/8/2023,23  17
7/8/2023,11  15
7/7/2023,32  31
7/7/2023,16  27
7/7/2023,32  17
7/7/2023,34  18
7/7/2023,8  28
7/6/2023,12  30
7/6/2023,1  9
7/6/2023,3  17
7/6/2023,6  18
7/6/2023,3  23
7/5/2023,29  23
7/5/2023,27  31
7/5/2023,19  31
7/5/2023,36  30
7/5/2023,9  16
7/4/2023,10  29
7/4/2023,21  33
7/4/2023,4  11
7/4/2023,7  5
7/4/2023,24  2
7/3/2023,18  10
7/3/2023,27  12
7/3/2023,11  15
7/3/2023,11  30
7/3/2023,27  26
7/2/2023,8  10
7/2/2023,5  26
7/2/2023,17  15
7/2/2023,3  11
7/2/2023,28  16
7/1/2023,13  16
7/1/2023,9  13
7/1/2023,7  24
7/1/2023,14  23
7/1/2023,21  30
6/30/2023,17  16
6/30/2023,25  29
6/30/2023,35  27
6/30/2023,32  4
6/30/2023,11  18
6/29/2023,20  14
6/29/2023,1  27
6/29/2023,30  1
6/29/2023,25  21
6/29/2023,36  2
6/28/2023,5  26
6/28/2023,32  9
6/28/2023,12  26
6/28/2023,14  15
6/28/2023,33  4
6/27/2023,32  4
6/27/2023,29  1
6/27/2023,22  23
6/27/2023,8  33
6/27/2023,28  23
6/26/2023,5  19
6/26/2023,8  26
6/26/2023,27  17
6/26/2023,14  16
6/26/2023,29  9
6/25/2023,19  28
6/25/2023,3  23
6/25/2023,11  6
6/25/2023,27  15
6/25/2023,15  24
6/24/2023,11  21
6/24/2023,14  26
6/24/2023,25  22
6/24/2023,20  30
6/24/2023,14  7
6/23/2023,6  30
6/23/2023,12  28
6/23/2023,28  32
6/23/2023,2  5
6/23/2023,24  25
6/22/2023,17  34
6/22/2023,1  1
6/22/2023,21  18
6/22/2023,18  6
6/22/2023,25  22
6/21/2023,30  27
6/21/2023,29  20
6/21/2023,27  18
6/21/2023,18  1
6/21/2023,6  4
6/20/2023,28  32
6/20/2023,20  21
6/20/2023,22  36
6/20/2023,5  6
6/20/2023,3  18
6/19/2023,32  4
6/19/2023,35  8
6/19/2023,2  32
6/19/2023,19  32
6/19/2023,23  13
6/18/2023,21  27
6/18/2023,21  28
6/18/2023,20  36
6/18/2023,26  25
6/18/2023,8  16
6/17/2023,35  33
6/17/2023,12  19
6/17/2023,23  22
6/17/2023,10  35
6/17/2023,29  27
6/16/2023,11  30
6/16/2023,31  20
6/16/2023,30  13
6/16/2023,1  36
6/16/2023,25  19
6/15/2023,15  13
6/15/2023,15  22
6/15/2023,25  27
6/15/2023,15  3
6/15/2023,23  33
6/14/2023,3  4
6/14/2023,4  23
6/14/2023,25  9
6/14/2023,6  16
6/14/2023,20  33
6/13/2023,31  30
6/13/2023,5  29
6/13/2023,31  28
6/13/2023,10  32
6/13/2023,21  16
6/12/2023,19  32
6/12/2023,3  22
6/12/2023,22  24
6/12/2023,25  28
6/12/2023,31  13
6/11/2023,34  19
6/11/2023,31  8
6/11/2023,10  10
6/11/2023,8  4
6/11/2023,35  6
6/10/2023,7  36
6/10/2023,23  11
6/10/2023,34  20
6/10/2023,31  21
6/10/2023,6  34
6/9/2023,32  20
6/9/2023,24  29
6/9/2023,29  36
6/9/2023,1  32
6/9/2023,33  32
6/8/2023,27  11
6/8/2023,3  13
6/8/2023,35  29
6/8/2023,25  23
6/8/2023,35  13
6/7/2023,34  23
6/7/2023,20  32
6/7/2023,26  12
6/7/2023,11  26
6/7/2023,28  26
6/6/2023,26  15
6/6/2023,11  18
6/6/2023,19  14
6/6/2023,28  9
6/6/2023,8  20
6/5/2023,13  7
6/5/2023,8  22
6/5/2023,12  3
6/5/2023,26  30
6/5/2023,20  36
6/4/2023,5  3
6/4/2023,21  2
6/4/2023,33  32
6/4/2023,4  23
6/4/2023,18  6
6/3/2023,34  7
6/3/2023,29  4
6/3/2023,22  13
6/3/2023,6  29
6/3/2023,33  29
6/2/2023,36  4
6/2/2023,6  1
6/2/2023,19  2
6/2/2023,7  13
6/2/2023,13  14
6/1/2023,18  36
6/1/2023,22  10
6/1/2023,7  9
6/1/2023,30  14
6/1/2023,4  22
5/31/2023,14  28
5/31/2023,6  29
5/31/2023,9  27
5/31/2023,14  16
5/31/2023,6  25
5/30/2023,14  31
5/30/2023,6  23
5/30/2023,21  1
5/30/2023,18  29
5/30/2023,15  1
5/29/2023,26  24
5/29/2023,15  1
5/29/2023,11  21
5/29/2023,11  34
5/29/2023,28  7
5/28/2023,9  28
5/28/2023,29  23
5/28/2023,7  23
5/28/2023,36  8
5/28/2023,30  33
5/27/2023,8  28
5/27/2023,17  15
5/27/2023,27  7
5/27/2023,29  16
5/27/2023,25  30
5/26/2023,21  26
5/26/2023,31  14
5/26/2023,2  8
5/26/2023,3  25
5/26/2023,8  21
5/25/2023,10  29
5/25/2023,35  25
5/25/2023,15  36
5/25/2023,5  15
5/25/2023,10  9
5/24/2023,22  34
5/24/2023,17  11
5/24/2023,21  25
5/24/2023,1  17
5/24/2023,17  29
5/23/2023,32  11
5/23/2023,1  20
5/23/2023,15  6
5/23/2023,4  18
5/23/2023,18  24
5/22/2023,15  4
5/22/2023,30  18
5/22/2023,32  24
5/22/2023,1  13
5/22/2023,12  8
5/21/2023,16  34
5/21/2023,33  36
5/21/2023,8  13
5/21/2023,27  18
5/21/2023,30  18
5/20/2023,17  28
5/20/2023,30  25
5/20/2023,30  27
5/20/2023,3  28
5/20/2023,1  6
5/19/2023,33  27
5/19/2023,36  20
5/19/2023,35  25
5/19/2023,32  21
5/19/2023,28  4
5/18/2023,2  32
5/18/2023,4  26
5/18/2023,1  36
5/18/2023,25  8
5/18/2023,22  20
5/17/2023,7  9
5/17/2023,28  34
5/17/2023,14  12
5/17/2023,31  15
5/17/2023,10  29
5/16/2023,4  26
5/16/2023,17  5
5/16/2023,17  23
5/16/2023,26  7
5/16/2023,32  1
5/15/2023,1  11
5/15/2023,6  28
5/15/2023,13  12
5/15/2023,19  6
5/15/2023,17  22
5/14/2023,18  14
5/14/2023,4  23
5/14/2023,19  33
5/14/2023,13  17
5/14/2023,14  2
5/13/2023,4  12
5/13/2023,4  14
5/13/2023,25  11
5/13/2023,17  16
5/13/2023,8  5
5/12/2023,17  30
5/12/2023,6  9
5/12/2023,2  3
5/12/2023,25  6
5/12/2023,21  1
5/11/2023,32  26
5/11/2023,34  10
5/11/2023,17  28
5/11/2023,25  28
5/11/2023,36  17
5/10/2023,27  9
5/10/2023,14  1
5/10/2023,5  4
5/10/2023,10  14
5/10/2023,10  29
5/9/2023,22  22
5/9/2023,32  13
5/9/2023,32  16
5/9/2023,4  17
5/9/2023,5  26
5/8/2023,1  28
5/8/2023,31  30
5/8/2023,28  15
5/8/2023,24  13
5/8/2023,3  23
5/7/2023,15  3
5/7/2023,22  22
5/7/2023,1  8
5/7/2023,11  29
5/7/2023,9  20
5/6/2023,29  2
5/6/2023,5  4
5/6/2023,31  26
5/6/2023,22  31
5/6/2023,36  18
5/5/2023,29  17
5/5/2023,13  11
5/5/2023,27  27
5/5/2023,15  11
5/5/2023,8  28
5/4/2023,26  18
5/4/2023,10  5
5/4/2023,17  30
5/4/2023,27  20
5/4/2023,6  34
5/3/2023,31  24
5/3/2023,26  6
5/3/2023,15  5
5/3/2023,30  27
5/3/2023,6  24
5/2/2023,9  3
5/2/2023,21  2
5/2/2023,8  4
5/2/2023,6  28
5/2/2023,5  16
5/1/2023,20  32
5/1/2023,15  6
5/1/2023,15  4
5/1/2023,10  27
5/1/2023,23  26
4/30/2023,36  34
4/30/2023,27  7
4/30/2023,8  30
4/30/2023,19  8
4/30/2023,33  12
4/29/2023,17  24
4/29/2023,8  10
4/29/2023,35  28
4/29/2023,2  29
4/29/2023,34  17
4/28/2023,12  33
4/28/2023,1  15
4/28/2023,29  14
4/28/2023,16  16
4/28/2023,4  24
4/27/2023,35  30
4/27/2023,34  2
4/27/2023,32  20
4/27/2023,32  27
4/27/2023,32  31
4/26/2023,1  6
4/26/2023,17  11
4/26/2023,16  27
4/26/2023,34  22
4/26/2023,20  16
4/25/2023,16  26
4/25/2023,9  9
4/25/2023,36  2
4/25/2023,19  4
4/25/2023,5  36
4/24/2023,28  17
4/24/2023,9  14
4/24/2023,23  3
4/24/2023,16  9
4/24/2023,5  5
4/23/2023,27  9
4/23/2023,35  15
4/23/2023,31  5
4/23/2023,14  8
4/23/2023,12  10
4/22/2023,35  25
4/22/2023,16  21
4/22/2023,16  22
4/22/2023,33  21
4/22/2023,33  5
4/21/2023,7  17
4/21/2023,25  33
4/21/2023,28  30
4/21/2023,12  3
4/21/2023,26  25
4/20/2023,14  19
4/20/2023,14  17
4/20/2023,1  10
4/20/2023,26  22
4/20/2023,26  9
4/19/2023,1  30
4/19/2023,30  5
4/19/2023,6  33
4/19/2023,9  32
4/19/2023,16  10
4/18/2023,30  36
4/18/2023,5  8
4/18/2023,10  2
4/18/2023,28  7
4/18/2023,32  13
4/17/2023,13  7
4/17/2023,9  7
4/17/2023,9  29
4/17/2023,26  27
4/17/2023,7  29
4/16/2023,35  20
4/16/2023,13  12
4/16/2023,8  33
4/16/2023,23  31
4/16/2023,36  18
4/15/2023,32  30
4/15/2023,26  34
4/15/2023,32  15
4/15/2023,18  12
4/15/2023,21  8
4/14/2023,20  31
4/14/2023,10  27
4/14/2023,24  2
4/14/2023,9  21
4/14/2023,14  6
4/13/2023,14  12
4/13/2023,24  23
4/13/2023,19  13
4/13/2023,32  24
4/13/2023,35  18
4/12/2023,29  2
4/12/2023,13  4
4/12/2023,28  3
4/12/2023,4  16
4/12/2023,14  8
4/11/2023,33  18
4/11/2023,13  19
4/11/2023,11  5
4/11/2023,22  13
4/11/2023,25  25
4/10/2023,33  33
4/10/2023,8  1
4/10/2023,36  11
4/10/2023,18  22
4/10/2023,3  11
4/9/2023,4  29
4/9/2023,18  12
4/9/2023,14  1
4/9/2023,27  9
4/9/2023,33  4
4/8/2023,33  25
4/8/2023,26  29
4/8/2023,33  8
4/8/2023,18  20
4/8/2023,35  3
4/6/2023,23  29
4/6/2023,6  9
4/6/2023,22  28
4/6/2023,10  20
4/6/2023,4  31
4/5/2023,13  16
4/5/2023,22  13
4/5/2023,19  24
4/5/2023,5  29
4/5/2023,8  12
4/4/2023,33  31
4/4/2023,14  31
4/4/2023,22  12
4/4/2023,3  33
4/4/2023,25  21
4/3/2023,34  13
4/3/2023,29  14
4/3/2023,32  10
4/3/2023,36  12
4/3/2023,7  23
4/2/2023,34  32
4/2/2023,17  30
4/2/2023,16  29
4/2/2023,15  20
4/2/2023,7  1
4/1/2023,33  1
4/1/2023,31  19
4/1/2023,20  17
4/1/2023,24  28
4/1/2023,27  28
3/31/2023,13  14
3/31/2023,13  11
3/31/2023,5  13
3/31/2023,35  1
3/31/2023,30  15
3/30/2023,2  30
3/30/2023,34  22
3/30/2023,24  10
3/30/2023,3  22
3/30/2023,31  27
3/29/2023,24  7
3/29/2023,15  26
3/29/2023,34  21
3/29/2023,34  6
3/29/2023,3  30
3/28/2023,22  20
3/28/2023,19  34
3/28/2023,13  6
3/28/2023,27  26
3/28/2023,18  21
3/27/2023,4  12
3/27/2023,8  19
3/27/2023,33  6
3/27/2023,16  32
3/27/2023,4  13
3/26/2023,26  34
3/26/2023,19  13
3/26/2023,11  10
3/26/2023,19  12
3/26/2023,16  2
3/25/2023,8  35
3/25/2023,13  30
3/25/2023,32  16
3/25/2023,10  26
3/25/2023,1  9
3/24/2023,9  17
3/24/2023,28  18
3/24/2023,36  31
3/24/2023,7  14
3/24/2023,18  20
3/23/2023,26  14
3/23/2023,20  28
3/23/2023,24  13
3/23/2023,32  35
3/23/2023,11  4
3/22/2023,23  31
3/22/2023,21  11
3/22/2023,15  36
3/22/2023,20  23
3/22/2023,29  15
3/21/2023,30  22
3/21/2023,32  24
3/21/2023,2  27
3/21/2023,18  27
3/21/2023,23  19
3/20/2023,15  20
3/20/2023,25  7
3/20/2023,12  11
3/20/2023,17  7
3/20/2023,15  17
3/19/2023,20  30
3/19/2023,8  9
3/19/2023,31  12
3/19/2023,36  17
3/19/2023,31  4
3/18/2023,18  20
3/18/2023,25  17
3/18/2023,11  31
3/18/2023,9  27
3/18/2023,25  8
3/17/2023,23  16
3/17/2023,19  19
3/17/2023,20  6
3/17/2023,22  33
3/17/2023,14  33
3/16/2023,7  15
3/16/2023,6  18
3/16/2023,7  5
3/16/2023,26  33
3/16/2023,19  23
3/15/2023,23  25
3/15/2023,4  13
3/15/2023,28  27
3/15/2023,27  34
3/15/2023,26  16
3/14/2023,6  8
3/14/2023,36  2
3/14/2023,8  16
3/14/2023,12  36
3/14/2023,1  25
3/13/2023,20  20
3/13/2023,30  30
3/13/2023,20  29
3/13/2023,12  32
3/13/2023,26  26
3/12/2023,9  14
3/12/2023,15  30
3/12/2023,6  7
3/12/2023,32  32
3/12/2023,17  24
3/11/2023,18  15
3/11/2023,26  2
3/11/2023,9  27
3/11/2023,26  24
3/11/2023,14  31
3/10/2023,22  8
3/10/2023,28  5
3/10/2023,6  1
